@relation 'census_income_data_2000_mockup-weka.filters.supervised.attribute.Discretize-R1,3,4,17,19,6,18,25-weka.filters.unsupervised.attribute.Remove-R16,25-weka.filters.unsupervised.attribute.Remove-R39-weka.filters.supervised.attribute.Discretize-R38'

@attribute age_AAGE {'(-inf-22.5]','(22.5-27.5]','(27.5-31.5]','(31.5-66.5]','(66.5-inf)'}
@attribute class_of_worker_ACLSWKR {' Private',' Self-employed-incorporated',' Not in universe',' Local government',' State government',' Self-employed-not incorporated',' Federal government',' Never worked',' Without pay'}
@attribute industry_code_ADTIND {'(-inf-1.5]','(1.5-inf)'}
@attribute occupation_code_ADTOCC {'(-inf-0.5]','(0.5-18.5]','(18.5-32.5]','(32.5-inf)'}
@attribute education_AHGA {' Associates degree-occup /vocational',' Bachelors degree(BA AB BS)',' High school graduate',' Some college but no degree',' Masters degree(MA MS MEng MEd MSW MBA)',' Prof school degree (MD DDS DVM LLB JD)',' 1st 2nd 3rd or 4th grade',' Associates degree-academic program',' Doctorate degree(PhD EdD)',' 5th or 6th grade',' 9th grade',' 12th grade no diploma',' 11th grade',' 10th grade',' 7th and 8th grade',' Children',' Less than 1st grade'}
@attribute wage_per_hour_AHRSPAY {'(-inf-212.5]','(212.5-917.5]','(917.5-1628.5]','(1628.5-inf)'}
@attribute enrolled_in_edu_inst_last_wk_AHSCOL {' Not in universe',' High school',' College or university'}
@attribute marital_status_AMARITL {' Separated',' Married-civilian spouse present',' Widowed',' Never married',' Divorced',' Married-spouse absent',' Married-A F spouse present'}
@attribute major_industry_code_AMJIND {' Communications',' Retail trade',' Other professional services',' Finance insurance and real estate',' Not in universe or children',' Education',' Manufacturing-durable goods',' Construction',' Public administration',' Agriculture',' Transportation',' Manufacturing-nondurable goods',' Business and repair services',' Personal services except private HH',' Entertainment',' Utilities and sanitary services',' Medical except hospital',' Wholesale trade',' Hospital services',' Social services',' Mining',' Forestry and fisheries',' Armed Forces',' Private household services'}
@attribute major_occupation_code_AMJOCC {' Precision production craft & repair',' Sales',' Executive admin and managerial',' Not in universe',' Farming forestry and fishing',' Technicians and related support',' Machine operators assmblrs & inspctrs',' Professional specialty',' Handlers equip cleaners etc ',' Protective services',' Transportation and material moving',' Other service',' Adm support including clerical',' Armed Forces',' Private household services'}
@attribute mace_ARACE {' White',' Asian or Pacific Islander',' Black',' Amer Indian Aleut or Eskimo',' Other'}
@attribute hispanic_Origin_AREORGN {' All other',' Mexican-American',' Other Spanish',' Mexican (Mexicano)',' Puerto Rican',' NA',' Central or South American',' Cuban',' Chicano',' Do not know'}
@attribute sex_ASEX {' Male',' Female'}
@attribute member_of_a_labor_union_AUNMEM {' Not in universe',' No',' Yes'}
@attribute reason_for_unemployment_AUNTYPE {' Not in universe',' Other job loser',' Job loser - on layoff',' Re-entrant',' Job leaver',' New entrant'}
@attribute capital_gains_CAPGAIN {'(-inf-7364]','(7364-inf)'}
@attribute capital_losses_CAPLOSS {'(-inf-1881.5]','(1881.5-inf)'}
@attribute divdends_from_stocks_DIVVAL {'(-inf-52]','(52-inf)'}
@attribute tax_filer_status_FILESTAT {' Single',' Joint both under 65',' Joint both 65+',' Head of household',' Joint one under 65 & one 65+',' Nonfiler'}
@attribute region_of_previous_residence_GRINREG {' Midwest',' Not in universe',' Northeast',' South',' West',' Abroad'}
@attribute state_of_previous_residence_GRINST {' Indiana',' Not in universe',' Connecticut',' Utah',' Minnesota',' Florida',' South Dakota',' New Mexico',' Oregon',' District of Columbia',' Oklahoma',' North Carolina',' Virginia',' Alaska',' Abroad',' Mississippi',' Kansas',' North Dakota',' West Virginia',' Michigan',' California',' Maine',' Arizona',' Colorado',' New Hampshire',' Arkansas',' New Jersey',' Montana',' Texas',' Massachusetts',' Iowa',' Wyoming',' Maryland',' New York',' Alabama',' Pennsylvania',' Idaho',' Louisiana',' Tennessee',' Nevada',' Kentucky',' Vermont',' Ohio',' South Carolina',' Georgia',' Missouri',' Delaware',' Illinois'}
@attribute detailed_household_and_family_stat_HHDFMX {' Nonfamily householder',' Householder',' Spouse of householder',' Secondary individual',' Child 18+ never marr Not in a subfamily',' Other Rel 18+ spouse of subfamily RP',' Other Rel 18+ ever marr not in subfamily',' RP of unrelated subfamily',' Child 18+ never marr RP of subfamily',' Other Rel 18+ ever marr RP of subfamily',' Child <18 never marr not in subfamily',' Child 18+ ever marr Not in a subfamily',' Grandchild <18 never marr child of subfamily RP',' Child 18+ spouse of subfamily RP',' Child under 18 of RP of unrel subfamily',' Other Rel <18 never marr child of subfamily RP',' Grandchild <18 never marr not in subfamily',' Other Rel 18+ never marr not in subfamily',' Grandchild 18+ never marr not in subfamily',' Child 18+ ever marr RP of subfamily',' Other Rel <18 spouse of subfamily RP'}
@attribute detailed_household_summary_in_household_HHDREL {' Householder',' Spouse of householder',' Nonrelative of householder',' Child 18 or older',' Other relative of householder',' Child under 18 never married'}
@attribute migration_code_change_in_msa_MIGMTR1 {' MSA to MSA',' Nonmover',' NonMSA to nonMSA',' Abroad to MSA',' NonMSA to MSA',' MSA to nonMSA',' Not in universe',' Not identifiable',' Abroad to nonMSA'}
@attribute migration_code_change_in_reg_MIGMTR3 {' Same county',' Nonmover',' Different region',' Different division same region',' Different county same state',' Different state same division',' Abroad',' Not in universe'}
@attribute migration_code_move_within_reg_MIGMTR4 {' Same county',' Nonmover',' Different state in South',' Different county same state',' Different state in Midwest',' Different state in West',' Abroad',' Different state in Northeast',' Not in universe'}
@attribute live_in_this_house_1_year_ago_MIGSAME {' No',' Yes',' Not in universe under 1 year old'}
@attribute migration_prev_res_in_sunbelt_MIGSUN {' No',' Not in universe',' Yes'}
@attribute num_persons_worked_for_employer_NOEMP {0,1,2,3,4,5,6}
@attribute family_members_under_18_PARENT {' Not in universe',' Both parents present',' Mother only present',' Neither parent present',' Father only present'}
@attribute country_of_birth_father_PEFNTVTY {' United-States',' Germany',' England',' Italy',' Poland',' China',' Canada',' Mexico',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Ireland',' Portugal',' Nicaragua',' Vietnam',' Cuba',' Hungary',' India',' Cambodia',' Taiwan',' Peru',' Outlying-U S (Guam USVI etc)',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' Japan',' El-Salvador',' Ecuador',' Trinadad&Tobago',' Honduras',' Yugoslavia',' Hong Kong',' Haiti',' France'}
@attribute country_of_birth_mother_PEMNTVTY {' United-States',' Hungary',' England',' Italy',' Germany',' Poland',' France',' China',' Canada',' Mexico',' Scotland',' Iran',' Philippines',' Thailand',' Ireland',' Dominican-Republic',' Puerto-Rico',' Portugal',' Nicaragua',' Vietnam',' Cuba',' India',' Cambodia',' Japan',' Taiwan',' Peru',' El-Salvador',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Columbia',' Yugoslavia',' Ecuador',' Trinadad&Tobago',' Honduras',' Haiti'}
@attribute country_of_birth_self_PENATVTY {' United-States',' England',' Italy',' Poland',' Japan',' Germany',' Canada',' Mexico',' Taiwan',' Iran',' Philippines',' Thailand',' Dominican-Republic',' Puerto-Rico',' Portugal',' Ireland',' Nicaragua',' Vietnam',' Cuba',' India',' Peru',' China',' Hong Kong',' Jamaica',' South Korea',' Guatemala',' Scotland',' Columbia',' El-Salvador',' Trinadad&Tobago',' Honduras',' Cambodia',' Haiti',' France',' Hungary'}
@attribute citizenship_PRCITSHP {' Native- Born in the United States',' Native- Born abroad of American Parent(s)',' Foreign born- U S citizen by naturalization',' Foreign born- Not a citizen of U S ',' Native- Born in Puerto Rico or U S Outlying'}
@attribute own_business_or_self_employed_SEOTR {0,1,2}
@attribute taxable_income_amount_TAXINC {' Not in universe',' No',' Yes'}
@attribute fill_inc_questionnaire_for_veteran_admin_VETQVA {0,1,2}
@attribute veterans_benefits_VETYN {'(-inf-38.5]','(38.5-47.5]','(47.5-inf)'}
@attribute Class {above,below}

@data
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Children','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' Mexican-American',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Both parents present',' Mexico',' Mexico',' United-States',' Native- Born in the United States',0,' Not in universe',0,'(-inf-38.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(0.5-18.5]',' Associates degree-academic program','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Medical except hospital',' Professional specialty',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',4,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',2,' Not in universe',2,'(47.5-inf)',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Children','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' All other',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Both parents present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',0,'(-inf-38.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(32.5-inf)',' High school graduate','(-inf-212.5]',' Not in universe',' Divorced',' Manufacturing-nondurable goods',' Machine operators assmblrs & inspctrs',' White',' Other Spanish',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' West',' California',' Secondary individual',' Nonrelative of householder',' MSA to MSA',' Different county same state',' Different county same state',' No',' Yes',6,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Masters degree(MA MS MEng MEd MSW MBA)','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' All other',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',1,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',2,' No',1,'(47.5-inf)',below
'(-inf-22.5]',' Private','(1.5-inf)','(18.5-32.5]',' Associates degree-academic program','(212.5-917.5]',' College or university',' Never married',' Other professional services',' Adm support including clerical',' White',' Other Spanish',' Female',' No',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Nonfamily householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',2,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Some college but no degree','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(52-inf)',' Joint both 65+',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(66.5-inf)',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 10th grade','(-inf-212.5]',' Not in universe',' Widowed',' Not in universe or children',' Not in universe',' White',' NA',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Head of household',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' High school graduate','(-inf-212.5]',' Not in universe',' Divorced',' Not in universe or children',' Not in universe',' White',' Cuban',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' Cuba',' Cuba',' Cuba',' Foreign born- U S citizen by naturalization',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Self-employed-incorporated','(1.5-inf)','(0.5-18.5]',' High school graduate','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Wholesale trade',' Executive admin and managerial',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(66.5-inf)',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 10th grade','(-inf-212.5]',' Not in universe',' Widowed',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Northeast',' New Mexico',' Other Rel 18+ ever marr not in subfamily',' Other relative of householder',' MSA to MSA',' Same county',' Same county',' No',' No',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(18.5-32.5]',' Bachelors degree(BA AB BS)','(917.5-1628.5]',' Not in universe',' Married-civilian spouse present',' Wholesale trade',' Adm support including clerical',' White',' All other',' Male',' No',' Not in universe','(-inf-7364]','(-inf-1881.5]','(52-inf)',' Joint both under 65',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',6,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Private','(1.5-inf)','(32.5-inf)',' Some college but no degree','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Manufacturing-nondurable goods',' Precision production craft & repair',' White',' Mexican-American',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',4,' Not in universe',' Mexico',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Some college but no degree','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Federal government','(1.5-inf)','(0.5-18.5]',' Some college but no degree','(-inf-212.5]',' College or university',' Never married',' Public administration',' Technicians and related support',' White',' All other',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Child 18+ never marr Not in a subfamily',' Child 18 or older',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',1,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Private','(1.5-inf)','(18.5-32.5]',' 7th and 8th grade','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Medical except hospital',' Other service',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint one under 65 & one 65+',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',3,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' High school graduate','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' West',' New Hampshire',' Householder',' Householder',' MSA to MSA',' Same county',' Same county',' No',' Yes',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Private','(1.5-inf)','(18.5-32.5]',' 10th grade','(212.5-917.5]',' High school',' Never married',' Retail trade',' Other service',' White',' All other',' Male',' No',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',2,' Both parents present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 10th grade','(-inf-212.5]',' High school',' Never married',' Not in universe or children',' Not in universe',' Black',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Mother only present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Local government','(1.5-inf)','(0.5-18.5]',' Masters degree(MA MS MEng MEd MSW MBA)','(-inf-212.5]',' Not in universe',' Widowed',' Education',' Professional specialty',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Head of household',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',6,' Not in universe',' El-Salvador',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(38.5-47.5]',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 1st 2nd 3rd or 4th grade','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' Mexican-American',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Private','(1.5-inf)','(0.5-18.5]',' High school graduate','(-inf-212.5]',' Not in universe',' Never married',' Retail trade',' Executive admin and managerial',' White',' Mexican-American',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Child 18+ never marr Not in a subfamily',' Child 18 or older',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',6,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Private','(1.5-inf)','(32.5-inf)',' 9th grade','(-inf-212.5]',' Not in universe',' Never married',' Construction',' Precision production craft & repair',' White',' All other',' Male',' Not in universe',' Job loser - on layoff','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Nonfamily householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',3,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(66.5-inf)',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Some college but no degree','(-inf-212.5]',' Not in universe',' Widowed',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(52-inf)',' Single',' Not in universe',' Not in universe',' Nonfamily householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 9th grade','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Mother only present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 11th grade','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' Black',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(27.5-31.5]',' Private','(1.5-inf)','(0.5-18.5]',' Bachelors degree(BA AB BS)','(-inf-212.5]',' Not in universe',' Never married',' Education',' Professional specialty',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Child 18+ never marr Not in a subfamily',' Child 18 or older',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',3,' Not in universe',' Germany',' Germany',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(31.5-66.5]',' Private','(1.5-inf)','(18.5-32.5]',' 1st 2nd 3rd or 4th grade','(-inf-212.5]',' Not in universe',' Separated',' Retail trade',' Other service',' White',' Mexican (Mexicano)',' Female',' Not in universe',' Re-entrant','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Single',' Not in universe',' Not in universe',' Nonfamily householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',1,' Not in universe',' Mexico',' Mexico',' Mexico',' Foreign born- Not a citizen of U S ',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 7th and 8th grade','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both 65+',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Children','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' All other',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Both parents present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',0,'(-inf-38.5]',below
'(-inf-22.5]',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Children','(-inf-212.5]',' Not in universe',' Never married',' Not in universe or children',' Not in universe',' White',' Mexican-American',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Child <18 never marr not in subfamily',' Child under 18 never married',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Both parents present',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',0,'(-inf-38.5]',below
'(66.5-inf)',' Not in universe','(-inf-1.5]','(-inf-0.5]',' 7th and 8th grade','(-inf-212.5]',' Not in universe',' Widowed',' Not in universe or children',' Not in universe',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' Not in universe',' Not in universe',' Other Rel 18+ ever marr not in subfamily',' Other relative of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(32.5-inf)',' High school graduate','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Manufacturing-nondurable goods',' Machine operators assmblrs & inspctrs',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both under 65',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',3,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',2,' Not in universe',2,'(38.5-47.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(18.5-32.5]',' Associates degree-occup /vocational','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Finance insurance and real estate',' Adm support including clerical',' White',' All other',' Female',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(52-inf)',' Joint both under 65',' Not in universe',' Not in universe',' Spouse of householder',' Spouse of householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',6,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(47.5-inf)',below
'(66.5-inf)',' Not in universe','(-inf-1.5]','(-inf-0.5]',' Some college but no degree','(-inf-212.5]',' Not in universe',' Married-civilian spouse present',' Not in universe or children',' Not in universe',' White',' All other',' Male',' Not in universe',' Not in universe','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Joint both 65+',' Not in universe',' Not in universe',' Householder',' Householder',' Nonmover',' Nonmover',' Nonmover',' Yes',' Not in universe',0,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' No',1,'(-inf-38.5]',below
'(31.5-66.5]',' Private','(1.5-inf)','(18.5-32.5]',' High school graduate','(-inf-212.5]',' Not in universe',' Widowed',' Business and repair services',' Sales',' White',' All other',' Female',' Not in universe',' Re-entrant','(-inf-7364]','(-inf-1881.5]','(-inf-52]',' Nonfiler',' South',' Florida',' Other Rel 18+ ever marr not in subfamily',' Other relative of householder',' MSA to MSA',' Same county',' Same county',' No',' Yes',3,' Not in universe',' United-States',' United-States',' United-States',' Native- Born in the United States',0,' Not in universe',2,'(-inf-38.5]',below
